id_venta,fecha,id_cliente,nombre_cliente,email,medio_pago,id_producto,nombre_producto,categoria,precio_unitario,cantidad,importe,ciudad,fecha_alta,latitud,longitud,Valor_del_Plan,precio_unitario_normalizado,cantidad_normalizado,importe_normalizado
45,2024-01-19,15,Tomas Ruiz,tomas.ruiz@mail.com,Efectivo,87,Sopa Instantánea Pollo,Abarrotes,1679,4,6716,Córdoba,2023-01-15,-31.4065,-64.1885,Medio,-0.75,0.76,-0.19
45,2024-01-19,15,Tomas Ruiz,tomas.ruiz@mail.com,Efectivo,98,Desengrasante 500ml,Limpieza,2843,1,2843,Córdoba,2023-01-15,-31.4065,-64.1885,Bajo,0.14,-1.44,-0.93
45,2024-01-19,15,Tomas Ruiz,tomas.ruiz@mail.com,Efectivo,52,Detergente Líquido 750ml,Limpieza,2582,2,5164,Córdoba,2023-01-15,-31.4065,-64.1885,Medio,-0.06,-0.7,-0.49
46,2024-03-25,46,Agustina Martinez,agustina.martinez@mail.com,Tarjeta,21,Pan Lactal Integral,Panadería,272,1,272,Alta Gracia,2023-02-15,-31.6498,-64.4297,Bajo,-1.82,-1.44,-1.42
47,2024-05-04,52,Diego Diaz,diego.diaz@mail.com,Transferencia,43,Salsa de Tomate 500g,Abarrotes,887,5,4435,Río Cuarto,2023-02-21,-33.1304,-64.3527,Medio,-1.35,1.49,-0.63
47,2024-05-04,52,Diego Diaz,diego.diaz@mail.com,Transferencia,6,Jugo de Naranja 1L,Bebidas,4170,3,12510,Río Cuarto,2023-02-21,-33.1304,-64.3527,Alto,1.16,0.03,0.91
48,2024-01-26,84,Pablo Sanchez,pablo.sanchez@mail.com,QR,70,Fernet 750ml,Licores,4061,1,4061,Córdoba,2023-03-25,-31.4065,-64.1885,Medio,1.07,-1.44,-0.7
48,2024-01-26,84,Pablo Sanchez,pablo.sanchez@mail.com,QR,54,Jabón de Tocador,Limpieza,1592,5,7960,Córdoba,2023-03-25,-31.4065,-64.1885,Medio,-0.81,1.49,0.04
48,2024-01-26,84,Pablo Sanchez,pablo.sanchez@mail.com,QR,57,Servilletas x100,Limpieza,4520,4,18080,Córdoba,2023-03-25,-31.4065,-64.1885,Alto,1.43,0.76,1.97
49,2024-06-02,5,Agustina Flores,agustina.flores@mail.com,Efectivo,59,Chicle Menta,Dulcería,3612,2,7224,Córdoba,2023-01-05,-31.4065,-64.1885,Medio,0.73,-0.7,-0.1
49,2024-06-02,5,Agustina Flores,agustina.flores@mail.com,Efectivo,21,Pan Lactal Integral,Panadería,272,4,1088,Córdoba,2023-01-05,-31.4065,-64.1885,Bajo,-1.82,0.76,-1.26
49,2024-06-02,5,Agustina Flores,agustina.flores@mail.com,Efectivo,59,Chicle Menta,Dulcería,3612,4,14448,Córdoba,2023-01-05,-31.4065,-64.1885,Alto,0.73,0.76,1.28
49,2024-06-02,5,Agustina Flores,agustina.flores@mail.com,Efectivo,18,Queso Rallado 150g,Embutidos,3444,3,10332,Córdoba,2023-01-05,-31.4065,-64.1885,Alto,0.6,0.03,0.49
49,2024-06-02,5,Agustina Flores,agustina.flores@mail.com,Efectivo,85,Jugo en Polvo Naranja,Bebidas,1856,3,5568,Córdoba,2023-01-05,-31.4065,-64.1885,Medio,-0.61,0.03,-0.41
50,2024-01-09,8,Bruno Castro,bruno.castro@mail.com,Transferencia,10,Yerba Mate Intensa 1kg,Abarrotes,4883,2,9766,Villa Carlos Paz,2023-01-08,-31.4183,-64.4901,Medio,1.7,-0.7,0.39
50,2024-01-09,8,Bruno Castro,bruno.castro@mail.com,Transferencia,34,Turrón 50g,Panadería,503,5,2515,Villa Carlos Paz,2023-01-08,-31.4183,-64.4901,Bajo,-1.64,1.49,-0.99
50,2024-01-09,8,Bruno Castro,bruno.castro@mail.com,Transferencia,58,Caramelos Masticables,Dulcería,4752,5,23760,Villa Carlos Paz,2023-01-08,-31.4183,-64.4901,Alto,1.6,1.49,3.04
50,2024-01-09,8,Bruno Castro,bruno.castro@mail.com,Transferencia,32,Chocolate Amargo 100g,Abarrotes,2234,3,6702,Villa Carlos Paz,2023-01-08,-31.4183,-64.4901,Medio,-0.32,0.03,-0.2
50,2024-01-09,8,Bruno Castro,bruno.castro@mail.com,Transferencia,91,Desodorante Aerosol,Limpieza,4690,4,18760,Villa Carlos Paz,2023-01-08,-31.4183,-64.4901,Alto,1.56,0.76,2.09
51,2024-02-18,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,31,Mix de Frutos Secos 200g,Dulcería,3409,1,3409,Alta Gracia,2023-02-08,-31.6498,-64.4297,Bajo,0.58,-1.44,-0.82
52,2024-05-10,5,Agustina Flores,agustina.flores@mail.com,Tarjeta,83,Queso Untable 190g,Embutidos,1830,2,3660,Córdoba,2023-01-05,-31.4065,-64.1885,Medio,-0.63,-0.7,-0.77
52,2024-05-10,5,Agustina Flores,agustina.flores@mail.com,Tarjeta,9,Yerba Mate Suave 1kg,Abarrotes,3878,4,15512,Córdoba,2023-01-05,-31.4065,-64.1885,Alto,0.93,0.76,1.48
52,2024-05-10,5,Agustina Flores,agustina.flores@mail.com,Tarjeta,81,Aceitunas Verdes 200g,Embutidos,2520,5,12600,Córdoba,2023-01-05,-31.4065,-64.1885,Alto,-0.1,1.49,0.92
52,2024-05-10,5,Agustina Flores,agustina.flores@mail.com,Tarjeta,38,Mermelada de Frutilla 400g,Embutidos,1584,3,4752,Córdoba,2023-01-05,-31.4065,-64.1885,Medio,-0.82,0.03,-0.57
53,2024-01-25,56,Bruno Diaz,bruno.diaz@mail.com,Tarjeta,28,Papas Fritas Clásicas 100g,Dulcería,936,1,936,Río Cuarto,2023-02-25,-33.1304,-64.3527,Bajo,-1.31,-1.44,-1.29
54,2024-03-26,1,Mariana Lopez,mariana.lopez@mail.com,Tarjeta,65,Cerveza Rubia 1L,Licores,2423,1,2423,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Bajo,-0.18,-1.44,-1.01
54,2024-03-26,1,Mariana Lopez,mariana.lopez@mail.com,Tarjeta,18,Queso Rallado 150g,Embutidos,3444,2,6888,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,0.6,-0.7,-0.16
54,2024-03-26,1,Mariana Lopez,mariana.lopez@mail.com,Tarjeta,91,Desodorante Aerosol,Limpieza,4690,3,14070,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Alto,1.56,0.03,1.2
54,2024-03-26,1,Mariana Lopez,mariana.lopez@mail.com,Tarjeta,8,Energética Nitro 500ml,Bebidas,4218,3,12654,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Alto,1.19,0.03,0.94
55,2024-01-04,100,Agustina Lopez,agustina.lopez@mail.com,QR,39,Helado Vainilla 1L,Dulcería,469,4,1876,Córdoba,2023-04-10,-31.4065,-64.1885,Bajo,-1.67,0.76,-1.11
56,2024-06-14,15,Tomas Ruiz,tomas.ruiz@mail.com,QR,18,Queso Rallado 150g,Embutidos,3444,5,17220,Córdoba,2023-01-15,-31.4065,-64.1885,Alto,0.6,1.49,1.8
57,2024-01-10,34,Bruno Castro,bruno.castro2@mail.com,Efectivo,31,Mix de Frutos Secos 200g,Dulcería,3409,3,10227,Villa María,2023-02-03,-32.4075,-63.2402,Medio,0.58,0.03,0.47
57,2024-01-10,34,Bruno Castro,bruno.castro2@mail.com,Efectivo,41,Aceite de Girasol 1L,Abarrotes,860,4,3440,Villa María,2023-02-03,-32.4075,-63.2402,Bajo,-1.37,0.76,-0.81
57,2024-01-10,34,Bruno Castro,bruno.castro2@mail.com,Efectivo,9,Yerba Mate Suave 1kg,Abarrotes,3878,5,19390,Villa María,2023-02-03,-32.4075,-63.2402,Alto,0.93,1.49,2.21
57,2024-01-10,34,Bruno Castro,bruno.castro2@mail.com,Efectivo,76,Pizza Congelada Muzzarella,Embutidos,4286,3,12858,Villa María,2023-02-03,-32.4075,-63.2402,Alto,1.25,0.03,0.97
57,2024-01-10,34,Bruno Castro,bruno.castro2@mail.com,Efectivo,98,Desengrasante 500ml,Limpieza,2843,4,11372,Villa María,2023-02-03,-32.4075,-63.2402,Alto,0.14,0.76,0.69
58,2024-02-04,48,Rocio Alvarez,rocio.alvarez@mail.com,Transferencia,43,Salsa de Tomate 500g,Abarrotes,887,2,1774,Córdoba,2023-02-17,-31.4065,-64.1885,Bajo,-1.35,-0.7,-1.13
58,2024-02-04,48,Rocio Alvarez,rocio.alvarez@mail.com,Transferencia,11,Café Molido 250g,Abarrotes,2053,1,2053,Córdoba,2023-02-17,-31.4065,-64.1885,Bajo,-0.46,-1.44,-1.08
59,2024-04-28,62,Guadalupe Romero,guadalupe.romero@mail.com,Tarjeta,31,Mix de Frutos Secos 200g,Dulcería,3409,1,3409,Villa Carlos Paz,2023-03-03,-31.4183,-64.4901,Bajo,0.58,-1.44,-0.82
59,2024-04-28,62,Guadalupe Romero,guadalupe.romero@mail.com,Tarjeta,8,Energética Nitro 500ml,Bebidas,4218,2,8436,Villa Carlos Paz,2023-03-03,-31.4183,-64.4901,Medio,1.19,-0.7,0.13
59,2024-04-28,62,Guadalupe Romero,guadalupe.romero@mail.com,Tarjeta,97,Limpiavidrios 500ml,Limpieza,872,5,4360,Villa Carlos Paz,2023-03-03,-31.4183,-64.4901,Medio,-1.36,1.49,-0.64
60,2024-04-04,81,Camila Ruiz,camila.ruiz@mail.com,Transferencia,43,Salsa de Tomate 500g,Abarrotes,887,1,887,Villa Carlos Paz,2023-03-22,-31.4183,-64.4901,Bajo,-1.35,-1.44,-1.3
60,2024-04-04,81,Camila Ruiz,camila.ruiz@mail.com,Transferencia,98,Desengrasante 500ml,Limpieza,2843,3,8529,Villa Carlos Paz,2023-03-22,-31.4183,-64.4901,Medio,0.14,0.03,0.15
60,2024-04-04,81,Camila Ruiz,camila.ruiz@mail.com,Transferencia,15,Leche Descremada 1L,Abarrotes,2538,1,2538,Villa Carlos Paz,2023-03-22,-31.4183,-64.4901,Bajo,-0.09,-1.44,-0.99
60,2024-04-04,81,Camila Ruiz,camila.ruiz@mail.com,Transferencia,21,Pan Lactal Integral,Panadería,272,2,544,Villa Carlos Paz,2023-03-22,-31.4183,-64.4901,Bajo,-1.82,-0.7,-1.36
60,2024-04-04,81,Camila Ruiz,camila.ruiz@mail.com,Transferencia,91,Desodorante Aerosol,Limpieza,4690,4,18760,Villa Carlos Paz,2023-03-22,-31.4183,-64.4901,Alto,1.56,0.76,2.09
61,2024-06-01,27,Tomas Castro,tomas.castro@mail.com,Efectivo,9,Yerba Mate Suave 1kg,Abarrotes,3878,3,11634,Río Cuarto,2023-01-27,-33.1304,-64.3527,Alto,0.93,0.03,0.74
61,2024-06-01,27,Tomas Castro,tomas.castro@mail.com,Efectivo,19,Manteca 200g,Embutidos,3251,3,9753,Río Cuarto,2023-01-27,-33.1304,-64.3527,Medio,0.46,0.03,0.38
62,2024-05-01,100,Agustina Lopez,agustina.lopez@mail.com,Transferencia,47,Garbanzos 500g,Abarrotes,2939,4,11756,Córdoba,2023-04-10,-31.4065,-64.1885,Alto,0.22,0.76,0.76
62,2024-05-01,100,Agustina Lopez,agustina.lopez@mail.com,Transferencia,95,Mascarilla Capilar,Limpieza,1581,3,4743,Córdoba,2023-04-10,-31.4065,-64.1885,Medio,-0.82,0.03,-0.57
63,2024-06-19,25,Karina Castro,karina.castro@mail.com,Tarjeta,8,Energética Nitro 500ml,Bebidas,4218,5,21090,Río Cuarto,2023-01-25,-33.1304,-64.3527,Alto,1.19,1.49,2.54
63,2024-06-19,25,Karina Castro,karina.castro@mail.com,Tarjeta,2,Pepsi 1.5L,Bebidas,4973,2,9946,Río Cuarto,2023-01-25,-33.1304,-64.3527,Medio,1.77,-0.7,0.42
63,2024-06-19,25,Karina Castro,karina.castro@mail.com,Tarjeta,70,Fernet 750ml,Licores,4061,3,12183,Río Cuarto,2023-01-25,-33.1304,-64.3527,Alto,1.07,0.03,0.85
63,2024-06-19,25,Karina Castro,karina.castro@mail.com,Tarjeta,45,Fideos Spaghetti 500g,Abarrotes,745,4,2980,Río Cuarto,2023-01-25,-33.1304,-64.3527,Bajo,-1.46,0.76,-0.9
64,2024-03-07,58,Karina Acosta,karina.acosta2@mail.com,QR,4,Fanta Naranja 1.5L,Bebidas,2033,2,4066,Río Cuarto,2023-02-27,-33.1304,-64.3527,Medio,-0.47,-0.7,-0.7
64,2024-03-07,58,Karina Acosta,karina.acosta2@mail.com,QR,41,Aceite de Girasol 1L,Abarrotes,860,2,1720,Río Cuarto,2023-02-27,-33.1304,-64.3527,Bajo,-1.37,-0.7,-1.14
65,2024-04-30,30,Ivana Medina,ivana.medina@mail.com,QR,77,Empanadas Congeladas,Embutidos,4778,4,19112,Alta Gracia,2023-01-30,-31.6498,-64.4297,Alto,1.62,0.76,2.16
65,2024-04-30,30,Ivana Medina,ivana.medina@mail.com,QR,22,Medialunas de Manteca,Embutidos,2069,3,6207,Alta Gracia,2023-01-30,-31.6498,-64.4297,Medio,-0.45,0.03,-0.29
65,2024-04-30,30,Ivana Medina,ivana.medina@mail.com,QR,38,Mermelada de Frutilla 400g,Embutidos,1584,5,7920,Alta Gracia,2023-01-30,-31.6498,-64.4297,Medio,-0.82,1.49,0.04
65,2024-04-30,30,Ivana Medina,ivana.medina@mail.com,QR,36,Dulce de Leche 400g,Abarrotes,2559,4,10236,Alta Gracia,2023-01-30,-31.6498,-64.4297,Alto,-0.07,0.76,0.48
66,2024-03-14,69,Felipe Flores,felipe.flores@mail.com,QR,16,Yogur Natural 200g,Bebidas,4613,3,13839,Río Cuarto,2023-03-10,-33.1304,-64.3527,Alto,1.5,0.03,1.16
67,2024-03-21,66,Tomas Herrera,tomas.herrera@mail.com,Efectivo,53,Lavandina 1L,Limpieza,1664,1,1664,Villa María,2023-03-07,-32.4075,-63.2402,Bajo,-0.76,-1.44,-1.15
67,2024-03-21,66,Tomas Herrera,tomas.herrera@mail.com,Efectivo,8,Energética Nitro 500ml,Bebidas,4218,2,8436,Villa María,2023-03-07,-32.4075,-63.2402,Medio,1.19,-0.7,0.13
68,2024-06-28,27,Tomas Castro,tomas.castro@mail.com,QR,94,Hilo Dental,Limpieza,1418,4,5672,Río Cuarto,2023-01-27,-33.1304,-64.3527,Medio,-0.94,0.76,-0.39
69,2024-01-06,42,Tomas Flores,tomas.flores@mail.com,QR,76,Pizza Congelada Muzzarella,Embutidos,4286,4,17144,Alta Gracia,2023-02-11,-31.6498,-64.4297,Alto,1.25,0.76,1.79
69,2024-01-06,42,Tomas Flores,tomas.flores@mail.com,QR,74,Whisky 750ml,Licores,2953,3,8859,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,0.23,0.03,0.21
70,2024-02-02,41,Elena Rodriguez,elena.rodriguez2@mail.com,Transferencia,66,Cerveza Negra 1L,Licores,1533,3,4599,Alta Gracia,2023-02-10,-31.6498,-64.4297,Medio,-0.86,0.03,-0.59
70,2024-02-02,41,Elena Rodriguez,elena.rodriguez2@mail.com,Transferencia,89,Caldo Concentrado Verdura,Abarrotes,1003,4,4012,Alta Gracia,2023-02-10,-31.6498,-64.4297,Medio,-1.26,0.76,-0.71
70,2024-02-02,41,Elena Rodriguez,elena.rodriguez2@mail.com,Transferencia,38,Mermelada de Frutilla 400g,Embutidos,1584,3,4752,Alta Gracia,2023-02-10,-31.6498,-64.4297,Medio,-0.82,0.03,-0.57
71,2024-06-02,40,Felipe Diaz,felipe.diaz@mail.com,QR,11,Café Molido 250g,Abarrotes,2053,3,6159,Río Cuarto,2023-02-09,-33.1304,-64.3527,Medio,-0.46,0.03,-0.3
71,2024-06-02,40,Felipe Diaz,felipe.diaz@mail.com,QR,79,Hamburguesas Congeladas x4,Embutidos,2420,4,9680,Río Cuarto,2023-02-09,-33.1304,-64.3527,Medio,-0.18,0.76,0.37
71,2024-06-02,40,Felipe Diaz,felipe.diaz@mail.com,QR,100,Trapo de Piso,Limpieza,4854,4,19416,Río Cuarto,2023-02-09,-33.1304,-64.3527,Alto,1.68,0.76,2.22
71,2024-06-02,40,Felipe Diaz,felipe.diaz@mail.com,QR,92,Crema Dental 90g,Limpieza,2512,1,2512,Río Cuarto,2023-02-09,-33.1304,-64.3527,Bajo,-0.11,-1.44,-0.99
72,2024-02-17,26,Camila Sanchez,camila.sanchez@mail.com,QR,94,Hilo Dental,Limpieza,1418,3,4254,Alta Gracia,2023-01-26,-31.6498,-64.4297,Medio,-0.94,0.03,-0.66
72,2024-02-17,26,Camila Sanchez,camila.sanchez@mail.com,QR,41,Aceite de Girasol 1L,Abarrotes,860,4,3440,Alta Gracia,2023-01-26,-31.6498,-64.4297,Bajo,-1.37,0.76,-0.81
72,2024-02-17,26,Camila Sanchez,camila.sanchez@mail.com,QR,51,Sal Fina 500g,Abarrotes,1745,2,3490,Alta Gracia,2023-01-26,-31.6498,-64.4297,Medio,-0.69,-0.7,-0.81
73,2024-05-16,42,Tomas Flores,tomas.flores@mail.com,Transferencia,28,Papas Fritas Clásicas 100g,Dulcería,936,1,936,Alta Gracia,2023-02-11,-31.6498,-64.4297,Bajo,-1.31,-1.44,-1.29
73,2024-05-16,42,Tomas Flores,tomas.flores@mail.com,Transferencia,24,Galletitas Chocolate,Dulcería,1305,3,3915,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,-1.03,0.03,-0.72
73,2024-05-16,42,Tomas Flores,tomas.flores@mail.com,Transferencia,19,Manteca 200g,Embutidos,3251,1,3251,Alta Gracia,2023-02-11,-31.6498,-64.4297,Bajo,0.46,-1.44,-0.85
74,2024-04-26,56,Bruno Diaz,bruno.diaz@mail.com,Efectivo,32,Chocolate Amargo 100g,Abarrotes,2234,3,6702,Río Cuarto,2023-02-25,-33.1304,-64.3527,Medio,-0.32,0.03,-0.2
74,2024-04-26,56,Bruno Diaz,bruno.diaz@mail.com,Efectivo,14,Leche Entera 1L,Abarrotes,1723,2,3446,Río Cuarto,2023-02-25,-33.1304,-64.3527,Bajo,-0.71,-0.7,-0.81
74,2024-04-26,56,Bruno Diaz,bruno.diaz@mail.com,Efectivo,55,Shampoo 400ml,Limpieza,1407,2,2814,Río Cuarto,2023-02-25,-33.1304,-64.3527,Bajo,-0.95,-0.7,-0.93
75,2024-05-23,61,Guadalupe Martinez,guadalupe.martinez@mail.com,QR,3,Sprite 1.5L,Bebidas,4964,4,19856,Río Cuarto,2023-03-02,-33.1304,-64.3527,Alto,1.76,0.76,2.3
75,2024-05-23,61,Guadalupe Martinez,guadalupe.martinez@mail.com,QR,2,Pepsi 1.5L,Bebidas,4973,5,24865,Río Cuarto,2023-03-02,-33.1304,-64.3527,Alto,1.77,1.49,3.25
76,2024-05-15,75,Santiago Castro,santiago.castro@mail.com,Tarjeta,22,Medialunas de Manteca,Embutidos,2069,4,8276,Río Cuarto,2023-03-16,-33.1304,-64.3527,Medio,-0.45,0.76,0.1
76,2024-05-15,75,Santiago Castro,santiago.castro@mail.com,Tarjeta,23,Bizcochos Salados,Panadería,2380,4,9520,Río Cuarto,2023-03-16,-33.1304,-64.3527,Medio,-0.21,0.76,0.34
76,2024-05-15,75,Santiago Castro,santiago.castro@mail.com,Tarjeta,24,Galletitas Chocolate,Dulcería,1305,1,1305,Río Cuarto,2023-03-16,-33.1304,-64.3527,Bajo,-1.03,-1.44,-1.22
76,2024-05-15,75,Santiago Castro,santiago.castro@mail.com,Tarjeta,11,Café Molido 250g,Abarrotes,2053,2,4106,Río Cuarto,2023-03-16,-33.1304,-64.3527,Medio,-0.46,-0.7,-0.69
77,2024-05-26,55,Olivia Ruiz,olivia.ruiz@mail.com,Tarjeta,53,Lavandina 1L,Limpieza,1664,2,3328,Mendiolaza,2023-02-24,-31.2641,-64.3091,Bajo,-0.76,-0.7,-0.84
77,2024-05-26,55,Olivia Ruiz,olivia.ruiz@mail.com,Tarjeta,41,Aceite de Girasol 1L,Abarrotes,860,1,860,Mendiolaza,2023-02-24,-31.2641,-64.3091,Bajo,-1.37,-1.44,-1.3
77,2024-05-26,55,Olivia Ruiz,olivia.ruiz@mail.com,Tarjeta,34,Turrón 50g,Panadería,503,5,2515,Mendiolaza,2023-02-24,-31.2641,-64.3091,Bajo,-1.64,1.49,-0.99
77,2024-05-26,55,Olivia Ruiz,olivia.ruiz@mail.com,Tarjeta,98,Desengrasante 500ml,Limpieza,2843,2,5686,Mendiolaza,2023-02-24,-31.2641,-64.3091,Medio,0.14,-0.7,-0.39
77,2024-05-26,55,Olivia Ruiz,olivia.ruiz@mail.com,Tarjeta,39,Helado Vainilla 1L,Dulcería,469,2,938,Mendiolaza,2023-02-24,-31.2641,-64.3091,Bajo,-1.67,-0.7,-1.29
78,2024-04-29,12,Gael Gomez,gael.gomez@mail.com,QR,37,Mermelada de Durazno 400g,Embutidos,3196,3,9588,Alta Gracia,2023-01-12,-31.6498,-64.4297,Medio,0.41,0.03,0.35
78,2024-04-29,12,Gael Gomez,gael.gomez@mail.com,QR,79,Hamburguesas Congeladas x4,Embutidos,2420,5,12100,Alta Gracia,2023-01-12,-31.6498,-64.4297,Alto,-0.18,1.49,0.83
78,2024-04-29,12,Gael Gomez,gael.gomez@mail.com,QR,17,Queso Cremoso 500g,Embutidos,4834,2,9668,Alta Gracia,2023-01-12,-31.6498,-64.4297,Medio,1.67,-0.7,0.37
78,2024-04-29,12,Gael Gomez,gael.gomez@mail.com,QR,85,Jugo en Polvo Naranja,Bebidas,1856,1,1856,Alta Gracia,2023-01-12,-31.6498,-64.4297,Bajo,-0.61,-1.44,-1.12
78,2024-04-29,12,Gael Gomez,gael.gomez@mail.com,QR,39,Helado Vainilla 1L,Dulcería,469,2,938,Alta Gracia,2023-01-12,-31.6498,-64.4297,Bajo,-1.67,-0.7,-1.29
79,2024-06-06,57,Julian Acosta,julian.acosta@mail.com,QR,81,Aceitunas Verdes 200g,Embutidos,2520,2,5040,Río Cuarto,2023-02-26,-33.1304,-64.3527,Medio,-0.1,-0.7,-0.51
79,2024-06-06,57,Julian Acosta,julian.acosta@mail.com,QR,56,Papel Higiénico x4,Limpieza,2532,2,5064,Río Cuarto,2023-02-26,-33.1304,-64.3527,Medio,-0.09,-0.7,-0.51
80,2024-03-25,54,Uma Herrera,uma.herrera@mail.com,Efectivo,39,Helado Vainilla 1L,Dulcería,469,5,2345,Alta Gracia,2023-02-23,-31.6498,-64.4297,Bajo,-1.67,1.49,-1.02
80,2024-03-25,54,Uma Herrera,uma.herrera@mail.com,Efectivo,30,Maní Salado 200g,Dulcería,4875,3,14625,Alta Gracia,2023-02-23,-31.6498,-64.4297,Alto,1.7,0.03,1.31
80,2024-03-25,54,Uma Herrera,uma.herrera@mail.com,Efectivo,41,Aceite de Girasol 1L,Abarrotes,860,5,4300,Alta Gracia,2023-02-23,-31.6498,-64.4297,Medio,-1.37,1.49,-0.65
81,2024-03-09,49,Olivia Gomez,olivia.gomez@mail.com,Transferencia,10,Yerba Mate Intensa 1kg,Abarrotes,4883,2,9766,Río Cuarto,2023-02-18,-33.1304,-64.3527,Medio,1.7,-0.7,0.39
82,2024-01-25,19,Uma Silva,uma.silva@mail.com,Tarjeta,38,Mermelada de Frutilla 400g,Embutidos,1584,1,1584,Mendiolaza,2023-01-19,-31.2641,-64.3091,Bajo,-0.82,-1.44,-1.17
82,2024-01-25,19,Uma Silva,uma.silva@mail.com,Tarjeta,28,Papas Fritas Clásicas 100g,Dulcería,936,2,1872,Mendiolaza,2023-01-19,-31.2641,-64.3091,Bajo,-1.31,-0.7,-1.11
82,2024-01-25,19,Uma Silva,uma.silva@mail.com,Tarjeta,29,Papas Fritas Onduladas 100g,Dulcería,1868,5,9340,Mendiolaza,2023-01-19,-31.2641,-64.3091,Medio,-0.6,1.49,0.31
82,2024-01-25,19,Uma Silva,uma.silva@mail.com,Tarjeta,82,Aceitunas Negras 200g,Embutidos,2394,2,4788,Mendiolaza,2023-01-19,-31.2641,-64.3091,Medio,-0.2,-0.7,-0.56
83,2024-05-28,91,Uma Sanchez,uma.sanchez@mail.com,Efectivo,5,Agua Mineral 500ml,Bebidas,4777,2,9554,Mendiolaza,2023-04-01,-31.2641,-64.3091,Medio,1.62,-0.7,0.35
83,2024-05-28,91,Uma Sanchez,uma.sanchez@mail.com,Efectivo,26,Alfajor Triple,Panadería,1001,2,2002,Mendiolaza,2023-04-01,-31.2641,-64.3091,Bajo,-1.26,-0.7,-1.09
83,2024-05-28,91,Uma Sanchez,uma.sanchez@mail.com,Efectivo,73,Gin 700ml,Licores,1561,5,7805,Mendiolaza,2023-04-01,-31.2641,-64.3091,Medio,-0.84,1.49,0.01
83,2024-05-28,91,Uma Sanchez,uma.sanchez@mail.com,Efectivo,51,Sal Fina 500g,Abarrotes,1745,2,3490,Mendiolaza,2023-04-01,-31.2641,-64.3091,Medio,-0.69,-0.7,-0.81
84,2024-01-02,72,Camila Rodriguez,camila.rodriguez@mail.com,Efectivo,83,Queso Untable 190g,Embutidos,1830,5,9150,Córdoba,2023-03-13,-31.4065,-64.1885,Medio,-0.63,1.49,0.27
84,2024-01-02,72,Camila Rodriguez,camila.rodriguez@mail.com,Efectivo,76,Pizza Congelada Muzzarella,Embutidos,4286,4,17144,Córdoba,2023-03-13,-31.4065,-64.1885,Alto,1.25,0.76,1.79
85,2024-01-23,42,Tomas Flores,tomas.flores@mail.com,Transferencia,32,Chocolate Amargo 100g,Abarrotes,2234,4,8936,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,-0.32,0.76,0.23
85,2024-01-23,42,Tomas Flores,tomas.flores@mail.com,Transferencia,80,Helado de Frutilla 1L,Dulcería,1981,2,3962,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,-0.51,-0.7,-0.72
86,2024-01-10,40,Felipe Diaz,felipe.diaz@mail.com,Efectivo,66,Cerveza Negra 1L,Licores,1533,2,3066,Río Cuarto,2023-02-09,-33.1304,-64.3527,Bajo,-0.86,-0.7,-0.89
86,2024-01-10,40,Felipe Diaz,felipe.diaz@mail.com,Efectivo,1,Coca Cola 1.5L,Bebidas,2347,4,9388,Río Cuarto,2023-02-09,-33.1304,-64.3527,Medio,-0.23,0.76,0.31
86,2024-01-10,40,Felipe Diaz,felipe.diaz@mail.com,Efectivo,13,Té Verde 20 saquitos,Abarrotes,2383,5,11915,Río Cuarto,2023-02-09,-33.1304,-64.3527,Alto,-0.21,1.49,0.79
86,2024-01-10,40,Felipe Diaz,felipe.diaz@mail.com,Efectivo,41,Aceite de Girasol 1L,Abarrotes,860,3,2580,Río Cuarto,2023-02-09,-33.1304,-64.3527,Bajo,-1.37,0.03,-0.98
87,2024-04-20,100,Agustina Lopez,agustina.lopez@mail.com,QR,53,Lavandina 1L,Limpieza,1664,2,3328,Córdoba,2023-04-10,-31.4065,-64.1885,Bajo,-0.76,-0.7,-0.84
87,2024-04-20,100,Agustina Lopez,agustina.lopez@mail.com,QR,86,Jugo en Polvo Limón,Abarrotes,4090,2,8180,Córdoba,2023-04-10,-31.4065,-64.1885,Medio,1.1,-0.7,0.09
88,2024-06-21,37,Martina Perez,martina.perez@mail.com,Efectivo,7,Jugo de Manzana 1L,Bebidas,3269,5,16345,Mendiolaza,2023-02-06,-31.2641,-64.3091,Alto,0.47,1.49,1.64
88,2024-06-21,37,Martina Perez,martina.perez@mail.com,Efectivo,53,Lavandina 1L,Limpieza,1664,5,8320,Mendiolaza,2023-02-06,-31.2641,-64.3091,Medio,-0.76,1.49,0.11
88,2024-06-21,37,Martina Perez,martina.perez@mail.com,Efectivo,8,Energética Nitro 500ml,Bebidas,4218,4,16872,Mendiolaza,2023-02-06,-31.2641,-64.3091,Alto,1.19,0.76,1.74
89,2024-01-18,17,Pablo Gomez,pablo.gomez@mail.com,Tarjeta,72,Ron 700ml,Licores,3876,2,7752,Villa María,2023-01-17,-32.4075,-63.2402,Medio,0.93,-0.7,0.0
