id_venta;fecha;id_cliente;nombre_cliente;email;medio_pago;id_producto;nombre_producto_x;categoria;precio_unitario_y;cantidad;importe;ciudad;fecha_alta;latitud;longitud
54;2024-03-26;1;Mariana Lopez;mariana.lopez@mail.com;tarjeta;18;Queso Rallado 150g;Limpieza;3444;2;6888;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
54;2024-03-26;1;Mariana Lopez;mariana.lopez@mail.com;tarjeta;91;Desodorante Aerosol;Alimentos;4690;3;14070;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
54;2024-03-26;1;Mariana Lopez;mariana.lopez@mail.com;tarjeta;8;Energética Nitro 500ml;Limpieza;4218;3;12654;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
55;2024-01-04;100;Agustina Lopez;agustina.lopez@mail.com;qr;39;Helado Vainilla 1L;Alimentos;469;4;1876;Córdoba;10/4/2023;-31.4065;-64.1885
56;2024-06-14;15;Tomas Ruiz;tomas.ruiz@mail.com;qr;18;Queso Rallado 150g;Limpieza;3444;5;17220;Córdoba;15/1/2023;-31.4065;-64.1885
57;2024-01-10;34;Bruno Castro;bruno.castro2@mail.com;efectivo;31;Mix de Frutos Secos 200g;Alimentos;3409;3;10227;Villa María;3/2/2023;-32.4075;-63.2402
57;2024-01-10;34;Bruno Castro;bruno.castro2@mail.com;efectivo;41;Aceite de Girasol 1L;Alimentos;860;4;3440;Villa María;3/2/2023;-32.4075;-63.2402
57;2024-01-10;34;Bruno Castro;bruno.castro2@mail.com;efectivo;9;Yerba Mate Suave 1kg;Alimentos;3878;5;19390;Villa María;3/2/2023;-32.4075;-63.2402
57;2024-01-10;34;Bruno Castro;bruno.castro2@mail.com;efectivo;76;Pizza Congelada Muzzarella;Limpieza;4286;3;12858;Villa María;3/2/2023;-32.4075;-63.2402
57;2024-01-10;34;Bruno Castro;bruno.castro2@mail.com;efectivo;98;Desengrasante 500ml;Limpieza;2843;4;11372;Villa María;3/2/2023;-32.4075;-63.2402
58;2024-02-04;48;Rocio Alvarez;rocio.alvarez@mail.com;transferencia;43;Salsa de Tomate 500g;Alimentos;887;2;1774;Córdoba;17/2/2023;-31.4065;-64.1885
58;2024-02-04;48;Rocio Alvarez;rocio.alvarez@mail.com;transferencia;11;Café Molido 250g;Alimentos;2053;1;2053;Córdoba;17/2/2023;-31.4065;-64.1885
59;2024-04-28;62;Guadalupe Romero;guadalupe.romero@mail.com;tarjeta;31;Mix de Frutos Secos 200g;Alimentos;3409;1;3409;Villa Carlos Paz;3/3/2023;-31.4183;-64.4901
59;2024-04-28;62;Guadalupe Romero;guadalupe.romero@mail.com;tarjeta;8;Energética Nitro 500ml;Limpieza;4218;2;8436;Villa Carlos Paz;3/3/2023;-31.4183;-64.4901
59;2024-04-28;62;Guadalupe Romero;guadalupe.romero@mail.com;tarjeta;97;Limpiavidrios 500ml;Alimentos;872;5;4360;Villa Carlos Paz;3/3/2023;-31.4183;-64.4901
60;2024-04-04;81;Camila Ruiz;camila.ruiz@mail.com;transferencia;43;Salsa de Tomate 500g;Alimentos;887;1;887;Villa Carlos Paz;22/3/2023;-31.4183;-64.4901
60;2024-04-04;81;Camila Ruiz;camila.ruiz@mail.com;transferencia;98;Desengrasante 500ml;Limpieza;2843;3;8529;Villa Carlos Paz;22/3/2023;-31.4183;-64.4901
60;2024-04-04;81;Camila Ruiz;camila.ruiz@mail.com;transferencia;15;Leche Descremada 1L;Alimentos;2538;1;2538;Villa Carlos Paz;22/3/2023;-31.4183;-64.4901
60;2024-04-04;81;Camila Ruiz;camila.ruiz@mail.com;transferencia;21;Pan Lactal Integral;Alimentos;272;2;544;Villa Carlos Paz;22/3/2023;-31.4183;-64.4901
60;2024-04-04;81;Camila Ruiz;camila.ruiz@mail.com;transferencia;91;Desodorante Aerosol;Alimentos;4690;4;18760;Villa Carlos Paz;22/3/2023;-31.4183;-64.4901
61;2024-06-01;27;Tomas Castro;tomas.castro@mail.com;efectivo;9;Yerba Mate Suave 1kg;Alimentos;3878;3;11634;Río Cuarto;27/1/2023;-33.1304;-64.3527
61;2024-06-01;27;Tomas Castro;tomas.castro@mail.com;efectivo;19;Manteca 200g;Alimentos;3251;3;9753;Río Cuarto;27/1/2023;-33.1304;-64.3527
62;2024-05-01;100;Agustina Lopez;agustina.lopez@mail.com;transferencia;47;Garbanzos 500g;Alimentos;2939;4;11756;Córdoba;10/4/2023;-31.4065;-64.1885
62;2024-05-01;100;Agustina Lopez;agustina.lopez@mail.com;transferencia;95;Mascarilla Capilar;Alimentos;1581;3;4743;Córdoba;10/4/2023;-31.4065;-64.1885
63;2024-06-19;25;Karina Castro;karina.castro@mail.com;tarjeta;8;Energética Nitro 500ml;Limpieza;4218;5;21090;Río Cuarto;25/1/2023;-33.1304;-64.3527
63;2024-06-19;25;Karina Castro;karina.castro@mail.com;tarjeta;2;Pepsi 1.5L;Limpieza;4973;2;9946;Río Cuarto;25/1/2023;-33.1304;-64.3527
63;2024-06-19;25;Karina Castro;karina.castro@mail.com;tarjeta;70;Fernet 750ml;Limpieza;4061;3;12183;Río Cuarto;25/1/2023;-33.1304;-64.3527
63;2024-06-19;25;Karina Castro;karina.castro@mail.com;tarjeta;45;Fideos Spaghetti 500g;Alimentos;745;4;2980;Río Cuarto;25/1/2023;-33.1304;-64.3527
64;2024-03-07;58;Karina Acosta;karina.acosta2@mail.com;qr;4;Fanta Naranja 1.5L;Limpieza;2033;2;4066;Río Cuarto;27/2/2023;-33.1304;-64.3527
64;2024-03-07;58;Karina Acosta;karina.acosta2@mail.com;qr;41;Aceite de Girasol 1L;Alimentos;860;2;1720;Río Cuarto;27/2/2023;-33.1304;-64.3527
65;2024-04-30;30;Ivana Medina;ivana.medina@mail.com;qr;77;Empanadas Congeladas;Alimentos;4778;4;19112;Alta Gracia;30/1/2023;-31.6498;-64.4297
65;2024-04-30;30;Ivana Medina;ivana.medina@mail.com;qr;22;Medialunas de Manteca;Limpieza;2069;3;6207;Alta Gracia;30/1/2023;-31.6498;-64.4297
65;2024-04-30;30;Ivana Medina;ivana.medina@mail.com;qr;38;Mermelada de Frutilla 400g;Limpieza;1584;5;7920;Alta Gracia;30/1/2023;-31.6498;-64.4297
65;2024-04-30;30;Ivana Medina;ivana.medina@mail.com;qr;36;Dulce de Leche 400g;Limpieza;2559;4;10236;Alta Gracia;30/1/2023;-31.6498;-64.4297
66;2024-03-14;69;Felipe Flores;felipe.flores@mail.com;qr;16;Yogur Natural 200g;Limpieza;4613;3;13839;Río Cuarto;10/3/2023;-33.1304;-64.3527
67;2024-03-21;66;Tomas Herrera;tomas.herrera@mail.com;efectivo;53;Lavandina 1L;Alimentos;1664;1;1664;Villa María;7/3/2023;-32.4075;-63.2402
67;2024-03-21;66;Tomas Herrera;tomas.herrera@mail.com;efectivo;8;Energética Nitro 500ml;Limpieza;4218;2;8436;Villa María;7/3/2023;-32.4075;-63.2402
68;2024-06-28;27;Tomas Castro;tomas.castro@mail.com;qr;94;Hilo Dental;Limpieza;1418;4;5672;Río Cuarto;27/1/2023;-33.1304;-64.3527
69;2024-01-06;42;Tomas Flores;tomas.flores@mail.com;qr;76;Pizza Congelada Muzzarella;Limpieza;4286;4;17144;Alta Gracia;11/2/2023;-31.6498;-64.4297
69;2024-01-06;42;Tomas Flores;tomas.flores@mail.com;qr;74;Whisky 750ml;Limpieza;2953;3;8859;Alta Gracia;11/2/2023;-31.6498;-64.4297
70;2024-02-02;41;Elena Rodriguez;elena.rodriguez2@mail.com;transferencia;66;Cerveza Negra 1L;Limpieza;1533;3;4599;Alta Gracia;10/2/2023;-31.6498;-64.4297
70;2024-02-02;41;Elena Rodriguez;elena.rodriguez2@mail.com;transferencia;89;Caldo Concentrado Verdura;Alimentos;1003;4;4012;Alta Gracia;10/2/2023;-31.6498;-64.4297
70;2024-02-02;41;Elena Rodriguez;elena.rodriguez2@mail.com;transferencia;38;Mermelada de Frutilla 400g;Limpieza;1584;3;4752;Alta Gracia;10/2/2023;-31.6498;-64.4297
71;2024-06-02;40;Felipe Diaz;felipe.diaz@mail.com;qr;11;Café Molido 250g;Alimentos;2053;3;6159;Río Cuarto;9/2/2023;-33.1304;-64.3527
71;2024-06-02;40;Felipe Diaz;felipe.diaz@mail.com;qr;79;Hamburguesas Congeladas x4;Alimentos;2420;4;9680;Río Cuarto;9/2/2023;-33.1304;-64.3527
71;2024-06-02;40;Felipe Diaz;felipe.diaz@mail.com;qr;100;Trapo de Piso;Limpieza;4854;4;19416;Río Cuarto;9/2/2023;-33.1304;-64.3527
71;2024-06-02;40;Felipe Diaz;felipe.diaz@mail.com;qr;92;Crema Dental 90g;Limpieza;2512;1;2512;Río Cuarto;9/2/2023;-33.1304;-64.3527
72;2024-02-17;26;Camila Sanchez;camila.sanchez@mail.com;qr;94;Hilo Dental;Limpieza;1418;3;4254;Alta Gracia;26/1/2023;-31.6498;-64.4297
72;2024-02-17;26;Camila Sanchez;camila.sanchez@mail.com;qr;41;Aceite de Girasol 1L;Alimentos;860;4;3440;Alta Gracia;26/1/2023;-31.6498;-64.4297
72;2024-02-17;26;Camila Sanchez;camila.sanchez@mail.com;qr;51;Sal Fina 500g;Alimentos;1745;2;3490;Alta Gracia;26/1/2023;-31.6498;-64.4297
73;2024-05-16;42;Tomas Flores;tomas.flores@mail.com;transferencia;28;Papas Fritas Clásicas 100g;Limpieza;936;1;936;Alta Gracia;11/2/2023;-31.6498;-64.4297
73;2024-05-16;42;Tomas Flores;tomas.flores@mail.com;transferencia;24;Galletitas Chocolate;Limpieza;1305;3;3915;Alta Gracia;11/2/2023;-31.6498;-64.4297
73;2024-05-16;42;Tomas Flores;tomas.flores@mail.com;transferencia;19;Manteca 200g;Alimentos;3251;1;3251;Alta Gracia;11/2/2023;-31.6498;-64.4297
74;2024-04-26;56;Bruno Diaz;bruno.diaz@mail.com;efectivo;32;Chocolate Amargo 100g;Limpieza;2234;3;6702;Río Cuarto;25/2/2023;-33.1304;-64.3527
74;2024-04-26;56;Bruno Diaz;bruno.diaz@mail.com;efectivo;14;Leche Entera 1L;Limpieza;1723;2;3446;Río Cuarto;25/2/2023;-33.1304;-64.3527
74;2024-04-26;56;Bruno Diaz;bruno.diaz@mail.com;efectivo;55;Shampoo 400ml;Alimentos;1407;2;2814;Río Cuarto;25/2/2023;-33.1304;-64.3527
75;2024-05-23;61;Guadalupe Martinez;guadalupe.martinez@mail.com;qr;3;Sprite 1.5L;Alimentos;4964;4;19856;Río Cuarto;2/3/2023;-33.1304;-64.3527
75;2024-05-23;61;Guadalupe Martinez;guadalupe.martinez@mail.com;qr;2;Pepsi 1.5L;Limpieza;4973;5;24865;Río Cuarto;2/3/2023;-33.1304;-64.3527
76;2024-05-15;75;Santiago Castro;santiago.castro@mail.com;tarjeta;22;Medialunas de Manteca;Limpieza;2069;4;8276;Río Cuarto;16/3/2023;-33.1304;-64.3527
76;2024-05-15;75;Santiago Castro;santiago.castro@mail.com;tarjeta;23;Bizcochos Salados;Alimentos;2380;4;9520;Río Cuarto;16/3/2023;-33.1304;-64.3527
76;2024-05-15;75;Santiago Castro;santiago.castro@mail.com;tarjeta;24;Galletitas Chocolate;Limpieza;1305;1;1305;Río Cuarto;16/3/2023;-33.1304;-64.3527
76;2024-05-15;75;Santiago Castro;santiago.castro@mail.com;tarjeta;11;Café Molido 250g;Alimentos;2053;2;4106;Río Cuarto;16/3/2023;-33.1304;-64.3527
77;2024-05-26;55;Olivia Ruiz;olivia.ruiz@mail.com;tarjeta;53;Lavandina 1L;Alimentos;1664;2;3328;Mendiolaza;24/2/2023;-31.2641;-64.3091
77;2024-05-26;55;Olivia Ruiz;olivia.ruiz@mail.com;tarjeta;41;Aceite de Girasol 1L;Alimentos;860;1;860;Mendiolaza;24/2/2023;-31.2641;-64.3091
77;2024-05-26;55;Olivia Ruiz;olivia.ruiz@mail.com;tarjeta;34;Turrón 50g;Limpieza;503;5;2515;Mendiolaza;24/2/2023;-31.2641;-64.3091
77;2024-05-26;55;Olivia Ruiz;olivia.ruiz@mail.com;tarjeta;98;Desengrasante 500ml;Limpieza;2843;2;5686;Mendiolaza;24/2/2023;-31.2641;-64.3091
77;2024-05-26;55;Olivia Ruiz;olivia.ruiz@mail.com;tarjeta;39;Helado Vainilla 1L;Alimentos;469;2;938;Mendiolaza;24/2/2023;-31.2641;-64.3091
78;2024-04-29;12;Gael Gomez;gael.gomez@mail.com;qr;37;Mermelada de Durazno 400g;Alimentos;3196;3;9588;Alta Gracia;12/1/2023;-31.6498;-64.4297
78;2024-04-29;12;Gael Gomez;gael.gomez@mail.com;qr;79;Hamburguesas Congeladas x4;Alimentos;2420;5;12100;Alta Gracia;12/1/2023;-31.6498;-64.4297
78;2024-04-29;12;Gael Gomez;gael.gomez@mail.com;qr;17;Queso Cremoso 500g;Alimentos;4834;2;9668;Alta Gracia;12/1/2023;-31.6498;-64.4297
78;2024-04-29;12;Gael Gomez;gael.gomez@mail.com;qr;85;Jugo en Polvo Naranja;Alimentos;1856;1;1856;Alta Gracia;12/1/2023;-31.6498;-64.4297
78;2024-04-29;12;Gael Gomez;gael.gomez@mail.com;qr;39;Helado Vainilla 1L;Alimentos;469;2;938;Alta Gracia;12/1/2023;-31.6498;-64.4297
79;2024-06-06;57;Julian Acosta;julian.acosta@mail.com;qr;81;Aceitunas Verdes 200g;Alimentos;2520;2;5040;Río Cuarto;26/2/2023;-33.1304;-64.3527
79;2024-06-06;57;Julian Acosta;julian.acosta@mail.com;qr;56;Papel Higiénico x4;Limpieza;2532;2;5064;Río Cuarto;26/2/2023;-33.1304;-64.3527
80;2024-03-25;54;Uma Herrera;uma.herrera@mail.com;efectivo;39;Helado Vainilla 1L;Alimentos;469;5;2345;Alta Gracia;23/2/2023;-31.6498;-64.4297
80;2024-03-25;54;Uma Herrera;uma.herrera@mail.com;efectivo;30;Maní Salado 200g;Limpieza;4875;3;14625;Alta Gracia;23/2/2023;-31.6498;-64.4297
80;2024-03-25;54;Uma Herrera;uma.herrera@mail.com;efectivo;41;Aceite de Girasol 1L;Alimentos;860;5;4300;Alta Gracia;23/2/2023;-31.6498;-64.4297
81;2024-03-09;49;Olivia Gomez;olivia.gomez@mail.com;transferencia;10;Yerba Mate Intensa 1kg;Limpieza;4883;2;9766;Río Cuarto;18/2/2023;-33.1304;-64.3527
82;2024-01-25;19;Uma Silva;uma.silva@mail.com;tarjeta;38;Mermelada de Frutilla 400g;Limpieza;1584;1;1584;Mendiolaza;19/1/2023;-31.2641;-64.3091
82;2024-01-25;19;Uma Silva;uma.silva@mail.com;tarjeta;28;Papas Fritas Clásicas 100g;Limpieza;936;2;1872;Mendiolaza;19/1/2023;-31.2641;-64.3091
82;2024-01-25;19;Uma Silva;uma.silva@mail.com;tarjeta;29;Papas Fritas Onduladas 100g;Alimentos;1868;5;9340;Mendiolaza;19/1/2023;-31.2641;-64.3091
82;2024-01-25;19;Uma Silva;uma.silva@mail.com;tarjeta;82;Aceitunas Negras 200g;Limpieza;2394;2;4788;Mendiolaza;19/1/2023;-31.2641;-64.3091
83;2024-05-28;91;Uma Sanchez;uma.sanchez@mail.com;efectivo;5;Agua Mineral 500ml;Alimentos;4777;2;9554;Mendiolaza;1/4/2023;-31.2641;-64.3091
83;2024-05-28;91;Uma Sanchez;uma.sanchez@mail.com;efectivo;26;Alfajor Triple;Limpieza;1001;2;2002;Mendiolaza;1/4/2023;-31.2641;-64.3091
83;2024-05-28;91;Uma Sanchez;uma.sanchez@mail.com;efectivo;73;Gin 700ml;Alimentos;1561;5;7805;Mendiolaza;1/4/2023;-31.2641;-64.3091
83;2024-05-28;91;Uma Sanchez;uma.sanchez@mail.com;efectivo;51;Sal Fina 500g;Alimentos;1745;2;3490;Mendiolaza;1/4/2023;-31.2641;-64.3091
84;2024-01-02;72;Camila Rodriguez;camila.rodriguez@mail.com;efectivo;83;Queso Untable 190g;Alimentos;1830;5;9150;Córdoba;13/3/2023;-31.4065;-64.1885
84;2024-01-02;72;Camila Rodriguez;camila.rodriguez@mail.com;efectivo;76;Pizza Congelada Muzzarella;Limpieza;4286;4;17144;Córdoba;13/3/2023;-31.4065;-64.1885
85;2024-01-23;42;Tomas Flores;tomas.flores@mail.com;transferencia;32;Chocolate Amargo 100g;Limpieza;2234;4;8936;Alta Gracia;11/2/2023;-31.6498;-64.4297
85;2024-01-23;42;Tomas Flores;tomas.flores@mail.com;transferencia;80;Helado de Frutilla 1L;Limpieza;1981;2;3962;Alta Gracia;11/2/2023;-31.6498;-64.4297
86;2024-01-10;40;Felipe Diaz;felipe.diaz@mail.com;efectivo;66;Cerveza Negra 1L;Limpieza;1533;2;3066;Río Cuarto;9/2/2023;-33.1304;-64.3527
86;2024-01-10;40;Felipe Diaz;felipe.diaz@mail.com;efectivo;1;Coca Cola 1.5L;Alimentos;2347;4;9388;Río Cuarto;9/2/2023;-33.1304;-64.3527
86;2024-01-10;40;Felipe Diaz;felipe.diaz@mail.com;efectivo;13;Té Verde 20 saquitos;Alimentos;2383;5;11915;Río Cuarto;9/2/2023;-33.1304;-64.3527
86;2024-01-10;40;Felipe Diaz;felipe.diaz@mail.com;efectivo;41;Aceite de Girasol 1L;Alimentos;860;3;2580;Río Cuarto;9/2/2023;-33.1304;-64.3527
87;2024-04-20;100;Agustina Lopez;agustina.lopez@mail.com;qr;53;Lavandina 1L;Alimentos;1664;2;3328;Córdoba;10/4/2023;-31.4065;-64.1885
87;2024-04-20;100;Agustina Lopez;agustina.lopez@mail.com;qr;86;Jugo en Polvo Limón;Limpieza;4090;2;8180;Córdoba;10/4/2023;-31.4065;-64.1885
88;2024-06-21;37;Martina Perez;martina.perez@mail.com;efectivo;7;Jugo de Manzana 1L;Alimentos;3269;5;16345;Mendiolaza;6/2/2023;-31.2641;-64.3091
88;2024-06-21;37;Martina Perez;martina.perez@mail.com;efectivo;53;Lavandina 1L;Alimentos;1664;5;8320;Mendiolaza;6/2/2023;-31.2641;-64.3091
88;2024-06-21;37;Martina Perez;martina.perez@mail.com;efectivo;8;Energética Nitro 500ml;Limpieza;4218;4;16872;Mendiolaza;6/2/2023;-31.2641;-64.3091
89;2024-01-18;17;Pablo Gomez;pablo.gomez@mail.com;tarjeta;72;Ron 700ml;Limpieza;3876;2;7752;Villa María;17/1/2023;-32.4075;-63.2402
90;2024-01-08;46;Agustina Martinez;agustina.martinez@mail.com;qr;79;Hamburguesas Congeladas x4;Alimentos;2420;4;9680;Alta Gracia;15/2/2023;-31.6498;-64.4297
90;2024-01-08;46;Agustina Martinez;agustina.martinez@mail.com;qr;6;Jugo de Naranja 1L;Limpieza;4170;2;8340;Alta Gracia;15/2/2023;-31.6498;-64.4297
91;2024-02-19;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;57;Servilletas x100;Alimentos;4520;3;13560;Alta Gracia;8/2/2023;-31.6498;-64.4297
92;2024-02-09;42;Tomas Flores;tomas.flores@mail.com;transferencia;10;Yerba Mate Intensa 1kg;Limpieza;4883;2;9766;Alta Gracia;11/2/2023;-31.6498;-64.4297
92;2024-02-09;42;Tomas Flores;tomas.flores@mail.com;transferencia;43;Salsa de Tomate 500g;Alimentos;887;4;3548;Alta Gracia;11/2/2023;-31.6498;-64.4297
93;2024-01-29;90;Guadalupe Ruiz;guadalupe.ruiz@mail.com;efectivo;80;Helado de Frutilla 1L;Limpieza;1981;4;7924;Río Cuarto;31/3/2023;-33.1304;-64.3527
93;2024-01-29;90;Guadalupe Ruiz;guadalupe.ruiz@mail.com;efectivo;66;Cerveza Negra 1L;Limpieza;1533;3;4599;Río Cuarto;31/3/2023;-33.1304;-64.3527
93;2024-01-29;90;Guadalupe Ruiz;guadalupe.ruiz@mail.com;efectivo;91;Desodorante Aerosol;Alimentos;4690;3;14070;Río Cuarto;31/3/2023;-33.1304;-64.3527
94;2024-03-06;41;Elena Rodriguez;elena.rodriguez2@mail.com;qr;24;Galletitas Chocolate;Limpieza;1305;1;1305;Alta Gracia;10/2/2023;-31.6498;-64.4297
94;2024-03-06;41;Elena Rodriguez;elena.rodriguez2@mail.com;qr;86;Jugo en Polvo Limón;Limpieza;4090;5;20450;Alta Gracia;10/2/2023;-31.6498;-64.4297
94;2024-03-06;41;Elena Rodriguez;elena.rodriguez2@mail.com;qr;98;Desengrasante 500ml;Limpieza;2843;2;5686;Alta Gracia;10/2/2023;-31.6498;-64.4297
95;2024-02-25;26;Camila Sanchez;camila.sanchez@mail.com;qr;72;Ron 700ml;Limpieza;3876;5;19380;Alta Gracia;26/1/2023;-31.6498;-64.4297
95;2024-02-25;26;Camila Sanchez;camila.sanchez@mail.com;qr;12;Té Negro 20 saquitos;Limpieza;570;1;570;Alta Gracia;26/1/2023;-31.6498;-64.4297
96;2024-02-23;83;Franco Gomez;franco.gomez@mail.com;tarjeta;81;Aceitunas Verdes 200g;Alimentos;2520;3;7560;Río Cuarto;24/3/2023;-33.1304;-64.3527
96;2024-02-23;83;Franco Gomez;franco.gomez@mail.com;tarjeta;68;Vino Blanco 750ml;Limpieza;2684;1;2684;Río Cuarto;24/3/2023;-33.1304;-64.3527
96;2024-02-23;83;Franco Gomez;franco.gomez@mail.com;tarjeta;11;Café Molido 250g;Alimentos;2053;2;4106;Río Cuarto;24/3/2023;-33.1304;-64.3527
96;2024-02-23;83;Franco Gomez;franco.gomez@mail.com;tarjeta;50;Azúcar 1kg;Limpieza;727;3;2181;Río Cuarto;24/3/2023;-33.1304;-64.3527
97;2024-06-16;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;59;Chicle Menta;Alimentos;3612;5;18060;Alta Gracia;8/2/2023;-31.6498;-64.4297
97;2024-06-16;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;36;Dulce de Leche 400g;Limpieza;2559;1;2559;Alta Gracia;8/2/2023;-31.6498;-64.4297
97;2024-06-16;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;4;Fanta Naranja 1.5L;Limpieza;2033;3;6099;Alta Gracia;8/2/2023;-31.6498;-64.4297
98;2024-01-12;43;Lucas Perez;lucas.perez@mail.com;transferencia;28;Papas Fritas Clásicas 100g;Limpieza;936;4;3744;Mendiolaza;12/2/2023;-31.2641;-64.3091
98;2024-01-12;43;Lucas Perez;lucas.perez@mail.com;transferencia;61;Miel Pura 250g;Alimentos;4982;1;4982;Mendiolaza;12/2/2023;-31.2641;-64.3091
98;2024-01-12;43;Lucas Perez;lucas.perez@mail.com;transferencia;29;Papas Fritas Onduladas 100g;Alimentos;1868;1;1868;Mendiolaza;12/2/2023;-31.2641;-64.3091
98;2024-01-12;43;Lucas Perez;lucas.perez@mail.com;transferencia;83;Queso Untable 190g;Alimentos;1830;3;5490;Mendiolaza;12/2/2023;-31.2641;-64.3091
99;2024-03-13;51;Agustina Gomez;agustina.gomez@mail.com;transferencia;40;Helado Chocolate 1L;Limpieza;1215;5;6075;Río Cuarto;20/2/2023;-33.1304;-64.3527
100;2024-06-08;69;Felipe Flores;felipe.flores@mail.com;qr;13;Té Verde 20 saquitos;Alimentos;2383;3;7149;Río Cuarto;10/3/2023;-33.1304;-64.3527
100;2024-06-08;69;Felipe Flores;felipe.flores@mail.com;qr;18;Queso Rallado 150g;Limpieza;3444;4;13776;Río Cuarto;10/3/2023;-33.1304;-64.3527
100;2024-06-08;69;Felipe Flores;felipe.flores@mail.com;qr;58;Caramelos Masticables;Limpieza;4752;2;9504;Río Cuarto;10/3/2023;-33.1304;-64.3527
100;2024-06-08;69;Felipe Flores;felipe.flores@mail.com;qr;57;Servilletas x100;Alimentos;4520;1;4520;Río Cuarto;10/3/2023;-33.1304;-64.3527
100;2024-06-08;69;Felipe Flores;felipe.flores@mail.com;qr;9;Yerba Mate Suave 1kg;Alimentos;3878;4;15512;Río Cuarto;10/3/2023;-33.1304;-64.3527
101;2024-03-28;72;Camila Rodriguez;camila.rodriguez@mail.com;efectivo;34;Turrón 50g;Limpieza;503;4;2012;Córdoba;13/3/2023;-31.4065;-64.1885
102;2024-03-29;18;Ivana Torres;ivana.torres@mail.com;efectivo;78;Verduras Congeladas Mix;Limpieza;4289;3;12867;Villa Carlos Paz;18/1/2023;-31.4183;-64.4901
102;2024-03-29;18;Ivana Torres;ivana.torres@mail.com;efectivo;36;Dulce de Leche 400g;Limpieza;2559;3;7677;Villa Carlos Paz;18/1/2023;-31.4183;-64.4901
103;2024-03-11;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;79;Hamburguesas Congeladas x4;Alimentos;2420;5;12100;Alta Gracia;8/2/2023;-31.6498;-64.4297
103;2024-03-11;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;43;Salsa de Tomate 500g;Alimentos;887;5;4435;Alta Gracia;8/2/2023;-31.6498;-64.4297
103;2024-03-11;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;34;Turrón 50g;Limpieza;503;1;503;Alta Gracia;8/2/2023;-31.6498;-64.4297
103;2024-03-11;39;Santiago Diaz;santiago.diaz@mail.com;efectivo;70;Fernet 750ml;Limpieza;4061;1;4061;Alta Gracia;8/2/2023;-31.6498;-64.4297
104;2024-06-17;86;Diego Torres;diego.torres@mail.com;qr;95;Mascarilla Capilar;Alimentos;1581;2;3162;Córdoba;27/3/2023;-31.4065;-64.1885
104;2024-06-17;86;Diego Torres;diego.torres@mail.com;qr;68;Vino Blanco 750ml;Limpieza;2684;3;8052;Córdoba;27/3/2023;-31.4065;-64.1885
104;2024-06-17;86;Diego Torres;diego.torres@mail.com;qr;68;Vino Blanco 750ml;Limpieza;2684;5;13420;Córdoba;27/3/2023;-31.4065;-64.1885
105;2024-02-06;1;Mariana Lopez;mariana.lopez@mail.com;transferencia;13;Té Verde 20 saquitos;Alimentos;2383;2;4766;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
105;2024-02-06;1;Mariana Lopez;mariana.lopez@mail.com;transferencia;4;Fanta Naranja 1.5L;Limpieza;2033;4;8132;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
105;2024-02-06;1;Mariana Lopez;mariana.lopez@mail.com;transferencia;58;Caramelos Masticables;Limpieza;4752;2;9504;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
105;2024-02-06;1;Mariana Lopez;mariana.lopez@mail.com;transferencia;82;Aceitunas Negras 200g;Limpieza;2394;4;9576;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
105;2024-02-06;1;Mariana Lopez;mariana.lopez@mail.com;transferencia;43;Salsa de Tomate 500g;Alimentos;887;5;4435;Villa Carlos Paz;1/1/2023;-31.4183;-64.4901
106;2024-03-24;82;Lucas Lopez;lucas.lopez@mail.com;transferencia;88;Caldo Concentrado Carne;Limpieza;2570;3;7710;Alta Gracia;23/3/2023;-31.6498;-64.4297
107;2024-05-21;14;Gael Martinez;gael.martinez@mail.com;efectivo;7;Jugo de Manzana 1L;Alimentos;3269;4;13076;Villa Carlos Paz;14/1/2023;-31.4183;-64.4901
107;2024-05-21;14;Gael Martinez;gael.martinez@mail.com;efectivo;11;Café Molido 250g;Alimentos;2053;2;4106;Villa Carlos Paz;14/1/2023;-31.4183;-64.4901
107;2024-05-21;14;Gael Martinez;gael.martinez@mail.com;efectivo;12;Té Negro 20 saquitos;Limpieza;570;4;2280;Villa Carlos Paz;14/1/2023;-31.4183;-64.4901
107;2024-05-21;14;Gael Martinez;gael.martinez@mail.com;efectivo;5;Agua Mineral 500ml;Alimentos;4777;4;19108;Villa Carlos Paz;14/1/2023;-31.4183;-64.4901
108;2024-03-25;9;Yamila Molina;yamila.molina@mail.com;tarjeta;90;Toallas Húmedas x50;Limpieza;2902;4;11608;Villa Carlos Paz;9/1/2023;-31.4183;-64.4901
